,id,last_scraped,source,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,calendar_last_scraped,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
1241,1168997632410425907,2025-03-18,city scrape,New Beautiful 1 Br 1 Ba JSQ Square!,319005137,Robert,2019-12-19,"Jersey City, NJ",within an hour,100%,100%,f,Downtown Jersey City,125,['phone'],t,t,,40.72808,-74.05657,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Self check-in"", ""Air conditioning"", ""Cleaning available during stay"", ""Dryer"", ""Mini fridge"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Baking sheet"", ""Patio or balcony"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Backyard"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises"", ""Essentials"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Crib"", ""Shampoo""]",$85.00,3,365,2.9,361.1,,t,2025-03-18,10,92,7820.0,2024-06-08,2024-11-03,4.0,4.1,4.0,4.3,4.9,4.0,3.8,t,1.06
1242,1169112687307605667,2025-03-18,city scrape,BP STAYS - High-Speed WiFi & 4K TV,28260018,Bp Stays.,2015-02-24,"New York, NY",within an hour,100%,100%,f,The Heights,75,"['email', 'phone']",t,t,,40.75586,-74.04866,Private room in rental unit,Private room,2,2.5,2.5 shared baths,1.0,1.0,"[""Body soap"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Self check-in"", ""Air conditioning"", ""Central heating"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Iron"", ""Shower gel"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Shampoo""]",$57.00,3,365,3.0,999.0,,t,2025-03-18,17,156,8892.0,2024-06-14,2025-01-18,4.71,4.53,4.88,4.88,4.94,4.76,4.65,t,1.83
1243,1169150716983295047,2025-03-18,city scrape,BP STAYS - Chic Getaway Premier Stay,28260018,Bp Stays.,2015-02-24,"New York, NY",within an hour,100%,100%,f,The Heights,75,"['email', 'phone']",t,t,,40.72007,-74.06909,Private room in rental unit,Private room,2,2.0,2 baths,1.0,1.0,"[""Dining table"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Mini fridge"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Freezer"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Mosquito net"", ""Shampoo""]",$82.00,3,365,3.0,999.0,,t,2025-03-18,22,202,16564.0,2024-06-06,2025-01-29,4.86,4.95,4.95,5.0,4.95,4.45,4.77,t,2.31
1244,1169586091190576024,2025-03-18,city scrape,Chic 3 bed Danforth walk to lite rail nxt stop NYC,536849530,Customer Service,2023-09-12,"Jersey City, NJ",,,,f,,53,"['email', 'phone']",t,t,,40.69394,-74.08688,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Dining table"", ""Hair dryer"", ""Smart lock"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Private entrance"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Kitchenette"", ""Freezer"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Radiant heating"", ""Fire extinguisher"", ""Refrigerator"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Shampoo""]",$115.00,1,28,1.0,28.0,,t,2025-03-18,1,9,1035.0,2024-08-10,2024-08-10,2.0,2.0,3.0,2.0,4.0,2.0,3.0,f,0.14
1245,1169597291750457799,2025-03-18,city scrape,Jersey City Private Bedroom,574336867,Servet,2024-04-26,"Jersey City, NJ",within an hour,100%,99%,f,Downtown Jersey City,2,"['email', 'phone']",t,t,,40.71672,-74.0461,Private room in home,Private room,1,1.0,1 shared bath,1.0,0.0,"[""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""First aid kit"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""TV"", ""BBQ grill"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Iron"", ""Wifi"", ""Dedicated workspace"", ""Smoking allowed"", ""Host greets you"", ""Exercise equipment"", ""Air conditioning""]",$89.00,5,20,5.0,20.0,,t,2025-03-18,13,130,11570.0,2024-08-16,2024-10-27,5.0,4.92,4.92,4.92,4.92,5.0,4.85,f,1.81
1246,1169890369261080517,2025-03-18,city scrape,Brand New Cozy Luxury Home ~15 min from NYC!,299029235,Mia And Marc,2019-09-30,"New York, NY",within an hour,100%,96%,t,The Heights,8,"['email', 'phone']",t,t,,40.71812,-74.04592,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Single level home"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Gas stove"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Wifi"", ""Microwave"", ""Toaster"", ""Board games"", ""Private entrance"", ""Luggage dropoff allowed"", ""Coffee"", ""Self check-in"", ""Air conditioning"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Noise decibel monitors on property"", ""Freezer"", ""Laundromat nearby"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Safe"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Crib"", ""Shampoo""]",$214.00,28,365,28.0,365.0,,t,2025-03-18,27,255,54570.0,2024-06-21,2025-03-13,5.0,4.89,4.85,5.0,5.0,5.0,4.93,f,2.99
1247,1170312282643825660,2025-03-18,city scrape,Diega by World Class® - Industrial Loft near NYC,441260321,World Class,2022-01-19,"Irvine, CA",within an hour,100%,100%,t,Sandpointe,56,"['email', 'phone']",t,t,,40.72093,-74.03802,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Gym"", ""Pool table"", ""Rice maker"", ""Free street parking"", ""65 inch HDTV with Amazon Prime Video, Hulu, Netflix"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Free washer \u2013 In unit"", ""Toaster"", ""Elevator"", ""Self check-in"", ""Coffee"", ""Sound system"", ""Hangers"", ""Room-darkening shades"", ""Central heating"", ""Conditioner"", ""Fire pit"", ""Dedicated workspace"", ""Bed linens"", ""Ceiling fan"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Patio or balcony"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Clothing storage"", ""Coffee maker: Keurig coffee machine"", ""EV charger"", ""Shower gel"", ""Fire extinguisher"", ""Books and reading material"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""BBQ grill"", ""Paid parking on premises"", ""Essentials"", ""Bathtub"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Exercise equipment"", ""Shampoo"", ""Record player""]",$184.00,60,365,56.8,365.0,,t,2025-03-18,2,240,44160.0,2024-08-01,2024-11-12,5.0,5.0,5.0,4.5,5.0,5.0,5.0,t,0.26
1248,1172361996205356192,2025-03-18,city scrape,Trendy and Tranquil Near NYC,531342388,Dennis,2023-08-11,"Jersey City, NJ",within an hour,100%,100%,t,Journal Square,4,"['email', 'phone']",t,t,Neighborhood highlights,40.72476,-74.07138,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Private entrance"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Mini fridge"", ""Lockbox"", ""Hangers"", ""High chair"", ""Conditioner"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchenette"", ""Laundromat nearby"", ""Iron"", ""Extra pillows and blankets"", ""Coffee maker"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Shampoo""]",$128.00,28,365,28.0,365.0,,t,2025-03-18,22,255,32640.0,2024-06-16,2025-02-18,4.77,4.82,4.95,4.77,4.91,4.5,4.5,f,2.39
1249,1172394664987277351,2025-03-18,city scrape,Serene Room in Heart of JC,549010681,Jc,2023-12-01,,within an hour,100%,98%,f,Greenville,14,"['email', 'phone']",f,t,Neighborhood highlights,40.70675,-74.08157,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,0.0,"[""TV"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Dedicated workspace"", ""Ceiling fan"", ""Smoke alarm"", ""First aid kit"", ""Kitchenette"", ""Laundromat nearby"", ""Keypad"", ""Coffee maker: Keurig coffee machine"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Exterior security cameras on property""]",$33.00,1,28,1.0,28.0,,t,2025-03-18,26,239,7887.0,2024-06-09,2025-03-07,4.69,4.73,4.81,4.73,4.88,4.23,4.81,f,2.76
1250,1172406045646940049,2025-03-18,city scrape,Surreal Room in Heart of JC,549010681,Jc,2023-12-01,,within an hour,100%,98%,f,Greenville,14,"['email', 'phone']",f,t,Neighborhood highlights,40.70794,-74.08,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,0.0,"[""TV"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Dedicated workspace"", ""Ceiling fan"", ""Smoke alarm"", ""First aid kit"", ""Kitchenette"", ""Laundromat nearby"", ""Keypad"", ""Coffee maker: Keurig coffee machine"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Exterior security cameras on property""]",$33.00,1,28,1.0,28.0,,t,2025-03-18,16,147,4851.0,2024-06-09,2025-02-28,4.13,4.19,4.56,4.25,4.5,3.19,4.19,f,1.7
1251,1172410658283703947,2025-03-18,city scrape,Stylish Private Room in JC,549010681,Jc,2023-12-01,,within an hour,100%,98%,f,Greenville,14,"['email', 'phone']",f,t,Neighborhood highlights,40.70632,-74.08226,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,0.0,"[""TV"", ""Free street parking"", ""Carbon monoxide alarm"", ""Wifi"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Dedicated workspace"", ""Ceiling fan"", ""Smoke alarm"", ""First aid kit"", ""Kitchenette"", ""Laundromat nearby"", ""Keypad"", ""Coffee maker: Keurig coffee machine"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Exterior security cameras on property""]",$33.00,1,28,1.0,28.0,,t,2025-03-18,11,101,3333.0,2024-07-08,2024-12-30,4.64,4.73,4.18,4.36,4.82,3.82,4.27,f,1.3
1252,1172500585389041735,2025-03-18,city scrape,Promotion 3BR peaceful & cute  place ! 3BD,581614774,Elizabeth,2024-06-04,,within an hour,100%,96%,f,Bergen-Lafayette,3,"['email', 'phone']",t,t,,40.70972536761618,-74.06311765818522,Entire rental unit,Entire home/apt,9,1.0,1 bath,3.0,5.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Washer"", ""Carbon monoxide alarm"", ""Dryer \u2013\u00a0In unit"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Lockbox"", ""Conditioner"", ""Bed linens"", ""Hot water"", ""Blender"", ""Smoke alarm"", ""Freezer"", ""Iron"", ""Fire extinguisher"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo""]",$144.00,3,365,3.0,365.0,,t,2025-03-18,20,184,26496.0,2024-06-16,2025-03-03,4.75,4.8,4.65,4.8,4.95,4.8,4.65,f,2.17
1253,1172654295981288662,2025-03-18,city scrape,Luxury Entire Home  2 in Jersey City,494028234,Mehmet,2023-01-03,"Jersey City, NJ",within an hour,98%,97%,,The Heights,13,"['email', 'phone']",t,t,,40.7442,-74.04642,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Free street parking"", ""Bidet"", ""Wifi"", ""Microwave"", ""Luggage dropoff allowed"", ""Oven"", ""Private entrance"", ""Coffee"", ""Air conditioning"", ""Hangers"", ""Clothing storage: closet and dresser"", ""Room-darkening shades"", ""High chair"", ""Bed linens"", ""Hot water"", ""Blender"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Freezer"", ""Laundromat nearby"", ""Shower gel"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Bathtub"", ""Drying rack for clothing"", ""Mosquito net"", ""Shampoo""]",$137.00,1,15,2.0,15.0,,t,2025-03-18,28,255,34935.0,2024-06-15,2024-12-22,4.5,4.68,4.43,4.89,4.93,4.36,4.36,f,3.03
1254,1173256071027853103,2025-03-18,city scrape,New! LUX 3BR Gem w/Parking & Rooftop Mins to NYC!,564280546,Judee,2024-02-27,"Jersey City, NJ",within an hour,100%,100%,t,West Side,2,"['email', 'phone']",t,t,Neighborhood highlights,40.7221,-74.07674,Entire home,Entire home/apt,11,2.0,2 baths,3.0,4.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Paid parking garage off premises"", ""Outdoor dining area"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""Private patio or balcony"", ""Rice maker"", ""Standalone high chair"", ""Roku sound system with Bluetooth and aux"", ""Free street parking"", ""Samsung oven"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""TV with Amazon Prime Video, Chromecast, Disney+, Fire TV, HBO Max, Roku, premium cable, Netflix, Hulu"", ""Free washer \u2013 In unit"", ""Toaster"", ""Board games"", ""Private entrance"", ""Resort access"", ""Coffee"", ""Free driveway parking on premises \u2013 1 space"", ""Self check-in"", ""Life size games"", ""City skyline view"", ""Hangers"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Private outdoor kitchen"", ""Central heating"", ""Ethernet connection"", ""Conditioner"", ""Fire pit"", ""Dedicated workspace"", ""Bed linens"", ""Crib - available upon request"", ""Hot water"", ""Housekeeping - available at extra cost"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Babysitter recommendations"", ""Noise decibel monitors on property"", ""Stainless steel gas stove"", ""Freezer"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Frigidaire refrigerator"", ""Shower gel"", ""Outlet covers"", ""Fire extinguisher"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Central air conditioning"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking on premises"", ""Essentials"", ""Bathtub"", ""Exterior security cameras on property"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Children\u2019s dinnerware"", ""Shampoo""]",$343.00,3,365,2.3,1125.0,,t,2025-03-18,47,255,87465.0,2024-06-19,2025-03-11,5.0,4.96,5.0,4.98,4.98,4.64,4.91,f,5.16
1255,1173474930736878519,2025-03-18,city scrape,S6)Very convenient to get to NYC,15625009,Anders,2014-05-17,,within an hour,100%,82%,f,Journal Square,52,"['email', 'phone']",t,t,,40.75083,-74.04873,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Kitchen"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Air conditioning"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Paid parking off premises""]",$35.00,30,720,30.0,720.0,,t,2025-03-18,1,60,2100.0,2024-07-13,2024-07-13,4.0,5.0,4.0,5.0,5.0,4.0,5.0,f,0.12
1256,1174110776900530049,2025-03-18,city scrape,Casa Americana,391166248,Avi,2021-03-04,"Jersey City, NJ",within an hour,100%,100%,,Greenville,3,"['email', 'phone']",t,t,,40.6901316,-74.0923608,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,5.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""Rice maker"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Microwave"", ""Toaster"", ""Oven"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 310 Mbps"", ""Coffee"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Lockbox"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Blender"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Baking sheet"", ""Freezer"", ""65 inch TV"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Bathtub"", ""Drying rack for clothing"", ""Shampoo""]",$179.00,28,365,28.0,365.0,,t,2025-03-18,17,255,45645.0,2024-06-23,2025-01-02,4.71,4.71,4.53,4.88,4.82,4.35,4.59,f,1.9
1257,1175017308641499477,2025-03-18,city scrape,"""Cozy 2-Bedroom Apt near Manhattan""",547430187,Luis,2023-11-20,"Ridgefield, NJ",within an hour,100%,91%,f,The Heights,3,"['email', 'phone']",t,t,Neighborhood highlights,40.7423542,-74.06119939999999,Entire home,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Double oven"", ""Smart lock"", ""TV"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Hangers"", ""Central heating"", ""Conditioner"", ""Dedicated workspace"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Noise decibel monitors on property"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker"", ""Shampoo""]",$285.00,2,730,1.9,1125.0,,t,2025-03-18,12,110,31350.0,2024-07-01,2025-01-28,4.75,4.75,4.83,4.75,4.92,4.33,4.42,f,1.38
1258,1175337758609674876,2025-03-18,city scrape,Cozy Urban Oasis close to NYC,236301014,Michelle,2019-01-13,,within an hour,100%,99%,t,North Ironbound,14,"['email', 'phone']",t,t,,40.71114,-74.07347,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Toaster"", ""Dryer \u2013 In building"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Fire extinguisher"", ""Long term stays allowed"", ""Heating"", ""Shared backyard"", ""Exterior security cameras on property"", ""Shampoo""]",$119.00,28,365,28.0,365.0,,t,2025-03-18,16,255,30345.0,2024-06-20,2025-02-16,4.81,4.88,4.94,5.0,4.88,4.69,4.81,t,1.76
1259,1175358816877239173,2025-03-18,city scrape,Metro Haven Getaway,236301014,Michelle,2019-01-13,,within an hour,100%,99%,t,North Ironbound,14,"['email', 'phone']",t,t,,40.71233,-74.07393,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Toaster"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Dryer"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Backyard"", ""Fire extinguisher"", ""Long term stays allowed"", ""Heating"", ""Exterior security cameras on property"", ""Shampoo""]",$119.00,28,365,28.0,365.0,,t,2025-03-18,20,255,30345.0,2024-06-16,2025-01-01,4.95,4.95,4.95,5.0,5.0,4.7,4.9,t,2.17
1260,1175364084963444015,2025-03-18,city scrape,Urban Loft with City Views,236301014,Michelle,2019-01-13,,within an hour,100%,99%,t,North Ironbound,14,"['email', 'phone']",t,t,,40.71251,-74.07384,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Free street parking"", ""Dishwasher"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Toaster"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Dryer"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Backyard"", ""Fire extinguisher"", ""Long term stays allowed"", ""Heating"", ""Exterior security cameras on property"", ""Shampoo""]",$158.00,28,365,28.0,365.0,,t,2025-03-18,24,255,40290.0,2024-06-30,2025-02-23,4.79,4.83,4.88,4.88,4.88,4.71,4.71,t,2.75
1261,1175433507230619522,2025-03-18,city scrape,Heart of NY - 17 min to Empire State & Times Sq.,387810304,Anyi Naily,2021-02-08,"Jersey City, NJ",within an hour,100%,100%,f,Journal Square,3,"['email', 'phone']",t,t,,40.74122,-74.06205,Entire home,Entire home/apt,5,1.0,1 bath,2.0,5.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet"", ""TV"", ""Dishwasher"", ""Baby bath - available upon request"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Oven"", ""Toaster"", ""Trash compactor"", ""Private entrance"", ""Self check-in"", ""Coffee"", ""Air conditioning"", ""Hangers"", ""Central heating"", ""Conditioner"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Hot water"", ""Ceiling fan"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Baking sheet"", ""Cleaning products"", ""Other stainless steel gas stove"", ""Coffee maker: espresso machine"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Noise decibel monitors on property"", ""Freezer"", ""Laundromat nearby"", ""Keypad"", ""Iron"", ""Shower gel"", ""Safe"", ""Fire extinguisher"", ""Books and reading material"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Exterior security cameras on property"", ""Crib"", ""Children\u2019s dinnerware"", ""Paid street parking off premises"", ""Shampoo""]",$180.00,1,1125,1.0,1125.0,,t,2025-03-18,11,101,18180.0,2024-06-23,2025-01-01,4.64,4.36,4.91,4.64,4.82,4.09,4.45,t,1.23
1262,1175502444249611972,2025-03-18,city scrape,Beautiful 2 Bedroom 1 Bathroom-,319005137,Robert,2019-12-19,"Jersey City, NJ",within an hour,100%,100%,f,Downtown Jersey City,125,['phone'],t,t,,40.74479,-74.04778,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,2.0,"[""Dining table"", ""Cooking basics"", ""Body soap"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Smart lock"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Toaster"", ""Private entrance"", ""Self check-in"", ""Air conditioning"", ""Cleaning available during stay"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Dedicated workspace"", ""Bed linens"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""First aid kit"", ""Hot water kettle"", ""Cleaning products"", ""Baking sheet"", ""Freezer"", ""Iron"", ""Clothing storage"", ""Shower gel"", ""Fire extinguisher"", ""Coffee maker"", ""Long term stays allowed"", ""Refrigerator"", ""Heating"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Shampoo""]",$88.00,3,365,2.9,365.0,,t,2025-03-18,17,156,13728.0,2024-07-11,2025-01-04,4.65,4.71,4.47,4.65,4.94,4.88,4.47,t,2.03
